page,player_number,player_name,status,saved_file
130,131,Karn Sharma,saved,131_Karn_Sharma.png
131,132,Suyash Sharma,saved,132_Suyash_Sharma.png
132,133,Mitchell Santner,saved,133_Mitchell_Santner.jpg
133,134,Mujeeb Ur Rahman,saved,134_Mujeeb_Ur_Rahman.jpg
134,135,Keshav Maharaj,saved,135_Keshav_Maharaj.png
135,136,Gudakesh Motie,saved,136_Gudakesh_Motie.jpg
136,137,Allah Ghazanfar,saved,137_Allah_Ghazanfar.jpg
137,138,Waqar Salamkheil,saved,138_Waqar_Salamkheil.png
138,139,Qais Ahmad,saved,139_Qais_Ahmad.jpg
139,140,Viyaskanth,saved,140_Viyaskanth.jpg
140,141,Ajinkya Rahane,saved,141_Ajinkya_Rahane.png
141,142,Mayank Agarwal,saved,142_Mayank_Agarwal.png
142,143,Nitish Rana,saved,143_Nitish_Rana.jpg
143,144,Shahrukh Khan,saved,144_Shahrukh_Khan.png
144,145,Angkrish,saved,145_Angkrish.jpg
145,146,Sameer Rizvi,saved,146_Sameer_Rizvi.png
146,147,Abhinav Manohar,saved,147_Abhinav_Manohar.jpg
147,148,Karun Nair,saved,148_Karun_Nair.jpg
148,149,Jason Roy,saved,149_Jason_Roy.png
149,150,Finn Allen,saved,150_Finn_Allen.png
150,151,Steve Smith,saved,151_Steve_Smith.jpg
151,152,Bhanuka,saved,152_Bhanuka.png
152,153,Sarfaraz Khan,saved,153_Sarfaraz_Khan.png
153,154,Joe Root,saved,154_Joe_Root.png
154,155,Narayan,saved,155_Narayan.png
155,156,Luvnith Sisodia,saved,156_Luvnith_Sisodia.jpg
156,157,Harvik Desai,saved,157_Harvik_Desai.png
157,158,Tom Kohler-,saved,158_Tom_Kohler-.png
158,159,Sam Billings,saved,159_Sam_Billings.png
159,160,Tim Seifert,saved,160_Tim_Seifert.png
160,161,Andre Fletcher,saved,161_Andre_Fletcher.jpg
161,162,Johnson Charles,saved,162_Johnson_Charles.jpg
162,163,Ben McDermott,saved,163_Ben_McDermott.jpg
163,164,Lorcan Tucker,saved,164_Lorcan_Tucker.jpg
164,165,Alex Carey,saved,165_Alex_Carey.jpg
165,166,Scott Edwards,saved,166_Scott_Edwards.jpg
166,167,Mohammad Haris,saved,167_Mohammad_Haris.jpg
167,168,Sheldon Jackson,saved,168_Sheldon_Jackson.jpg
168,169,Naman Dhir,saved,169_Naman_Dhir.jpg
169,170,Shahbaz Ahmed,saved,170_Shahbaz_Ahmed.png
170,171,Krishnappa,saved,171_Krishnappa.jpg
171,172,Anshul Kamboj,saved,172_Anshul_Kamboj.png
172,173,Mahipal Lomror,saved,173_Mahipal_Lomror.jpg
173,174,Sanvir Singh,saved,174_Sanvir_Singh.png
174,175,Daniel Sams,saved,175_Daniel_Sams.jpg
175,176,Sikandar Raza,saved,176_Sikandar_Raza.png
176,177,Wian Mulder,saved,177_Wian_Mulder.jpg
177,178,Fabian Allen,saved,178_Fabian_Allen.jpg
178,179,Karim Janat,saved,179_Karim_Janat.png
179,180,Mohammad Nabi,saved,180_Mohammad_Nabi.jpg
180,181,Dasun Shanaka,saved,181_Dasun_Shanaka.jpg
181,182,Jimmy Neesham,saved,182_Jimmy_Neesham.jpg
182,183,Umran Malik,saved,183_Umran_Malik.png
183,184,Chetan Sakariya,saved,184_Chetan_Sakariya.jpg
184,185,Kamlesh Nagarkoti,saved,185_Kamlesh_Nagarkoti.png
185,186,Yash Thakur,saved,186_Yash_Thakur.png
186,187,Rasikh Dar,saved,187_Rasikh_Dar.png
187,188,Mohit Sharma,saved,188_Mohit_Sharma.png
188,189,Jhye Richardson,saved,189_Jhye_Richardson.png
189,190,Dilshan,saved,190_Dilshan.jpg
190,191,Lance Morris,saved,191_Lance_Morris.jpg
191,192,Reece Topley,saved,192_Reece_Topley.jpg
192,193,Richard Ngarava,saved,193_Richard_Ngarava.jpg
193,194,Umesh Yadav,saved,194_Umesh_Yadav.jpg
194,195,Ishant Sharma,saved,195_Ishant_Sharma.jpg
195,196,Jaydev Unadkat,saved,196_Jaydev_Unadkat.jpg
196,197,Manav Suthar,saved,197_Manav_Suthar.jpg
197,198,Kumar Kartikeya,saved,198_Kumar_Kartikeya.jpg
198,199,Hrithik Shokeen,saved,199_Hrithik_Shokeen.jpg
199,200,Mayank Dagar,saved,200_Mayank_Dagar.jpg
200,201,Jagadeesha,saved,201_Jagadeesha.jpg
201,202,Ish Sodhi,saved,202_Ish_Sodhi.png
202,203,Dunith Wellalage,saved,203_Dunith_Wellalage.png
203,204,Ayan Afzal Khan,saved,204_Ayan_Afzal_Khan.png
204,205,Jeffrey Vandersay,saved,205_Jeffrey_Vandersay.png
205,206,Pravin Dubey,saved,206_Pravin_Dubey.jpg
206,207,Zahir Khan,saved,207_Zahir_Khan.png
207,208,Sandeep,saved,208_Sandeep.png
208,209,Prabath,saved,209_Prabath.jpg
209,210,Lakshan Sandakan,saved,210_Lakshan_Sandakan.jpg
210,211,Shashank Singh,saved,211_Shashank_Singh.png
211,212,Ashutosh Sharma,saved,212_Ashutosh_Sharma.png
212,213,Yash Dhull,saved,213_Yash_Dhull.jpg
213,214,Priyam Garg,saved,214_Priyam_Garg.jpg
214,215,Anmolpreet Singh,saved,215_Anmolpreet_Singh.jpg
215,216,Subhranshu,saved,216_Subhranshu.jpg
216,217,Musheer Khan,saved,217_Musheer_Khan.jpg
217,218,Ripal Patel,saved,218_Ripal_Patel.png
218,219,C. Hari Nishaanth,saved,219_C_Hari_Nishaanth.jpg
219,220,Swastik Chikara,saved,220_Swastik_Chikara.jpg
220,221,Aaron Jones,saved,221_Aaron_Jones.jpg
221,222,Steven Taylor,saved,222_Steven_Taylor.jpg
222,223,George Munsey,saved,223_George_Munsey.jpg
223,224,Monank Patel,saved,224_Monank_Patel.jpg
224,225,Kumar Kushagra,saved,225_Kumar_Kushagra.jpg
225,226,Robin Minz,saved,226_Robin_Minz.jpg
226,227,Avanish Rao,saved,227_Avanish_Rao.jpg
227,228,Urvil Patel,saved,228_Urvil_Patel.jpg
228,229,Sumit Kumar,saved,229_Sumit_Kumar.jpg
229,230,Ricky Bhui,saved,230_Ricky_Bhui.png
230,231,Aryan Juyal,saved,231_Aryan_Juyal.jpg
231,232,Fazal Niyaz,saved,232_Fazal_Niyaz.png
232,233,Andries Gous,saved,233_Andries_Gous.jpg
233,234,Michael Jones,saved,234_Michael_Jones.png
234,235,Vritya Aravind,saved,235_Vritya_Aravind.jpg
235,236,Nicholas Welch,saved,236_Nicholas_Welch.png
236,237,Clive Madande,saved,237_Clive_Madande.jpg
237,238,Lhuan-dre,saved,238_Lhuan-dre.jpg
238,239,Tanush Kotian,saved,239_Tanush_Kotian.jpg
239,240,Anukul Roy,saved,240_Anukul_Roy.jpg
240,241,Vivrant Sharma,saved,241_Vivrant_Sharma.png
241,242,Prerak Mankad,saved,242_Prerak_Mankad.jpg
242,243,Ramandeep Singh,saved,243_Ramandeep_Singh.jpg
243,244,Rajangad Bawa,saved,244_Rajangad_Bawa.jpg
244,245,Nishant Sindhu,saved,245_Nishant_Sindhu.png
245,246,Harsh Tyagi,saved,246_Harsh_Tyagi.jpg
246,247,Aman Khan,saved,247_Aman_Khan.jpg
247,248,Gerhard Erasmus,saved,248_Gerhard_Erasmus.png
248,249,Logan van Beek,saved,249_Logan_van_Beek.jpg
249,250,Brandon McMullen,saved,250_Brandon_McMullen.jpg
250,251,Harmeet Singh,saved,251_Harmeet_Singh.jpg
251,252,Bas de Leede,saved,252_Bas_de_Leede.jpg
252,253,Vidwath,saved,253_Vidwath.png
253,254,Vyshak,saved,254_Vyshak.png
254,255,Akash Madhwal,saved,255_Akash_Madhwal.jpg
255,256,Kuldeep Sen,saved,256_Kuldeep_Sen.png
256,257,Kartik Tyagi,saved,257_Kartik_Tyagi.jpg
257,258,K.M. Asif,saved,258_KM_Asif.jpg
258,259,Yudhvir Singh,saved,259_Yudhvir_Singh.jpg
259,260,Eshan Malinga,saved,260_Eshan_Malinga.jpg
260,261,Saurabh,saved,261_Saurabh.png
261,262,Ali Khan,saved,262_Ali_Khan.jpg
262,263,Bilal Khan,saved,263_Bilal_Khan.jpg
263,264,Bradley Currie,saved,264_Bradley_Currie.jpg
264,265,Sakib Hussain,saved,265_Sakib_Hussain.png
265,266,Gurjapneet Singh,saved,266_Gurjapneet_Singh.jpg
266,267,M. Siddharth,saved,267_M_Siddharth.jpg
267,268,Prashant Solanki,saved,268_Prashant_Solanki.jpg
268,269,Raghav Goyal,saved,269_Raghav_Goyal.png
269,270,Saurabh Kumar,saved,270_Saurabh_Kumar.png
270,271,Prince Choudhary,saved,271_Prince_Choudhary.jpg
271,272,Vignesh Puthur,saved,272_Vignesh_Puthur.jpg
272,273,Jhathavedh,saved,273_Jhathavedh.jpg
273,274,Himanshu Sharma,saved,274_Himanshu_Sharma.png
274,275,Bernard Scholtz,saved,275_Bernard_Scholtz.jpg
275,276,Mark Watt,saved,276_Mark_Watt.jpg
276,277,Nosthush Kenjige,saved,277_Nosthush_Kenjige.jpg
277,278,Assad Vala,saved,278_Assad_Vala.jpg
278,279,Brian Masaba,saved,279_Brian_Masaba.jpg
279,280,Alpesh Ramjani,saved,280_Alpesh_Ramjani.jpg
280,281,Priyansh Arya,saved,281_Priyansh_Arya.jpg
281,282,Agni Chopra,saved,282_Agni_Chopra.jpg
282,283,Rohan Kunnummal,saved,283_Rohan_Kunnummal.jpg
283,284,Sachin Baby,saved,284_Sachin_Baby.jpg
284,285,Atharva Taide,saved,285_Atharva_Taide.jpg
285,286,Ankit Kumar,saved,286_Ankit_Kumar.jpg
286,287,Himmat Singh,saved,287_Himmat_Singh.jpg
287,288,Pukhraj Mann,saved,288_Pukhraj_Mann.jpg
288,289,Shubham Khajuria,saved,289_Shubham_Khajuria.png
289,290,Salman Nizar,saved,290_Salman_Nizar.jpg
290,291,Sahil Parakh,saved,291_Sahil_Parakh.jpg
291,292,B. Aparajith,saved,292_B_Aparajith.jpg
292,293,Jacob Bethell,saved,293_Jacob_Bethell.jpg
293,294,Teddy Bishop,saved,294_Teddy_Bishop.jpg
294,295,Akshay Wadkar,saved,295_Akshay_Wadkar.jpg
295,296,Eknath Kerkar,saved,296_Eknath_Kerkar.jpg
296,297,Vivek Singh,saved,297_Vivek_Singh.jpg
297,298,K.S. Rathore,saved,298_KS_Rathore.png
298,299,Mohammed,saved,299_Mohammed.jpg
299,300,Pradosh Ranjan,saved,300_Pradosh_Ranjan.jpg
300,301,Het Patel,saved,301_Het_Patel.jpg
301,302,Yashovardhan,saved,302_Yashovardhan.jpg
302,303,Jewel Andrew,saved,303_Jewel_Andrew.jpg
303,304,Tadiwanashe,saved,304_Tadiwanashe.jpg
304,305,Lahiru Udara,saved,305_Lahiru_Udara.jpg
305,306,Bipin Saurabh,saved,306_Bipin_Saurabh.jpg
306,307,Tom Blundell,saved,307_Tom_Blundell.jpg
307,308,Sadeera,saved,308_Sadeera.jpg
308,309,Arshin Kulkarni,saved,309_Arshin_Kulkarni.jpg
309,310,Rajvardhan,saved,310_Rajvardhan.jpg
310,311,Manoj Bhandage,saved,311_Manoj_Bhandage.jpg
311,312,Atit Sheth,saved,312_Atit_Sheth.jpg
312,313,Shams Mulani,saved,313_Shams_Mulani.jpg
313,314,Pulkit Narang,saved,314_Pulkit_Narang.jpg
314,315,Chirag Jani,saved,315_Chirag_Jani.jpg
315,316,Ninad Rathva,saved,316_Ninad_Rathva.jpg
316,317,Sanjay Yadav,saved,317_Sanjay_Yadav.jpg
317,318,Macneil Noronha,saved,318_Macneil_Noronha.png
318,319,Auqib Dar,saved,319_Auqib_Dar.jpg
319,320,Matthew Boast,saved,320_Matthew_Boast.jpg
320,321,Nathan Smith,saved,321_Nathan_Smith.jpg
321,322,Nipun Dhananjaya,saved,322_Nipun_Dhananjaya.jpg
322,323,Kwena Maphaka,saved,323_Kwena_Maphaka.jpg
323,324,Akash Deep,saved,324_Akash_Deep.jpg
324,325,Ishan Porel,saved,325_Ishan_Porel.jpg
325,326,Vasuki Koushik,saved,326_Vasuki_Koushik.jpg
326,327,Rajan Kumar,saved,327_Rajan_Kumar.jpg
327,328,Mohit Avasthi,saved,328_Mohit_Avasthi.jpg
328,329,Mukhtar Hussain,saved,329_Mukhtar_Hussain.jpg
329,330,Prince Yadav,saved,330_Prince_Yadav.jpg
330,331,M. Mohammed,saved,331_M_Mohammed.png
331,332,Gurnoor Brar,saved,332_Gurnoor_Brar.jpg
332,333,William O'Rourke,saved,333_William_O'Rourke.jpg
333,334,Xavier Bartlett,saved,334_Xavier_Bartlett.jpg
334,335,Blessing,saved,335_Blessing.jpg
335,336,Andrew Tye,saved,336_Andrew_Tye.png
336,337,Zeeshan Ansari,saved,337_Zeeshan_Ansari.jpg
337,338,Shiva Singh,saved,338_Shiva_Singh.png
338,339,Saumy Pandey,saved,339_Saumy_Pandey.jpg
339,340,Shubham Sharma,saved,340_Shubham_Sharma.jpg
340,341,Dharmendrasinh,saved,341_Dharmendrasinh.png
341,342,Harsh Dubey,saved,342_Harsh_Dubey.jpg
342,343,Lalith Mohan,saved,343_Lalith_Mohan.jpg
343,344,Tejas Baroka,saved,344_Tejas_Baroka.jpg
344,345,Prashant Chopra,saved,345_Prashant_Chopra.jpg
345,346,Izharulhaq Naveed,saved,346_Izharulhaq_Naveed.jpg
346,347,Traveen Mathew,saved,347_Traveen_Mathew.jpg
347,348,Faisal Khan,saved,348_Faisal_Khan.jpg
348,349,Peter Hatzoglou,saved,349_Peter_Hatzoglou.jpg
349,350,Khary Pierre,saved,350_Khary_Pierre.jpg
